Item_Permanent_Shelving_Location,Item_Call_Number,Author_Name,Title,Material_Format,OCLC_Number,Title_ISBN,Publication_Date,Item_Barcode,LHR_Item_Cost,LHR_Item_Nonpublic_Note,LHR_Item_Public_Note
recommendation area,TR diss 6061,"Beshir, Anteneh Ayalew.",Survivability and impairment-aware routing in optical networks :an algorithmic study.,Book_thsis,840443915,9461130341^9789461130341,2011,5131730,,,
recommendation area,TR diss 6146,"Jiang, Yang.",Polyhydroxyalkanoates production by bacterial enrichments.,Book_thsis,840444353,9090261885^9789090261881,2011,5131921,,,
recommendation area,TR diss 6071,"Suzuki, Tomoshiro.",Wave dissipation over vegetation fields.,Book_thsis,840444371,9491211447^9789491211447,2011,5131277,,,
recommendation area,TR diss 6079,"Pereira de Azevedo Filho, Arnaldo.",Efficient execution of video applications on heterogeneous multi- and many-Core processors.,Book_thsis,840444394,9072298179^9789072298171,2011,5131371,,,
recommendation area,TR diss 6092,"Grzelak, Lech Aleksander.",Equity and foreign Exchange hybrid models for pricing long-maturity financial derivatives.,Book_thsis,840444417,9085707498^9789085707493,2011,5131837,,,
recommendation area,TR diss 6076,"Melles, Marijke.",Role-based support for intensive care nursing :a designer's perspective.,Book_thsis,840444429,9051550006^9789051550009,2011,5131990,,,
recommendation area,TR diss 6100,"Feenstra, Ralph.",Service composition :a method for developing compositions in a multi-actor context.,Book_thsis,840444571,9053354204^9789053354209,2011,5131838,,,
recommendation area,TR diss 6096,"Fumarola, Michele.",Multiple worlds :a multi-actor simulation-based design method for logistics systems.,Book_thsis,840444576,9085707730^9789085707738,2011,5131458,,,
recommendation area,TR diss 6085,"Horsten, Bart Josephus Carolus.",Low-speed model support interference :elements of an expert system.,Book_thsis,840444577,9088912947^9789088912948,2011,5131732,,,
recommendation area,TR diss 6112,"Ludovici, Daniele.",Technology aware network-on-chip connectivity and synchronization design.,Book_thsis,840444582,9072298187^9789072298188,2011,5131734,,,
recommendation area,TR diss 6072,"Matgen, Patrick.",Surface and subsurface water from space :on the integration of microwave remote sensing observstions with flood prediction systems.,Book_thsis,840444833,2919900072^9782919900077,2011,5132063,,,
recommendation area,TR diss 6069,"Schilperoort, Rémy Peter Sander.",Monitoring as a tool for the assessment of wastewater quality dynamics /,Book_thsis,840444835,9089570217^9789089570215,2011,5132062,,,
recommendation area,TR diss 6145,"Houben, Diane.",Subcellular trafficking of mycrobacteria :implications for virulence and immunogenicity.,Book_thsis,840444868,9085707641^9789085707646,2011,5131920,,,
recommendation area,TR diss 6259,"Vazifehdan, Javad.",Energy-aware wireless multi-hop networks.,Book_thsis,840444996,9461860013^9789461860019,2011,5062226,,,
recommendation area,TR diss 6142,"Patwardhan, Saneer.",Charge carriers and excited states in supramolecular materials.,Book_thsis,840445003,9491211706^9789491211706,2011,5131919,,,
recommendation area,TR diss 6098,"Liu, Hantao.",Modeling perceived quality for imaging applications.,Book_thsis,840445030,9491211722^9789491211720,2011,5131372,,,
recommendation area,TR diss 6116,"Terlouw, Linda Iris.",Modularization and specification of service-oriented systems.,Book_thsis,840445427,9461081820^9789461081827,2011,5131839,,,
recommendation area,TR diss 6136,"Xu, Shiming.",Power grid simulation with GPU-accelerated iterative solvers and preconditioners.,Book_thsis,840445506,9461860064^9789461860064,2011,5131460,,,
recommendation area,TR diss 6121,"Roosenboom, Eric Wilhelmus Maria.",Image based measurement techniques for aircraft propeller flow diagnostics :propeller slipstream investigations at high-lift conditions and thrust reverse.,Book_thsis,840445507,3981150368^9783981150360,2011,5131373,,,
recommendation area,TR diss 6122,"Haans, Wouter.",Wind turbine aerodynamics in yaw :unravelling the measured rotor wake.,Book_thsis,840445521,9085708486^9789085708483,2011,5131278,,,
recommendation area,TR diss 6131,"Rahman, Rameez.",Peer-to-peer system design :a socioeconomic approach.,Book_thsis,840445771,9079982105^9789079982103,2011,5131840,,,
recommendation area,TR diss 6229,"Yang, Yu-Che.",UWB antennas and MIMO antenna arrays development for near-field imaging.,Book_thsis,840445941,9461860110^9789461860118,2011,5131741,,,
recommendation area,TR diss 6272,"Seldenthuis, Johannes Samuel.",Electrical and mechanical effects in single-molecule junctions.,Book_thsis,840446043,9085931118^9789085931119,2011,5131935,,,
recommendation area,TR diss 6242,"Haydarlou, Ali Reza.",Towards use-case driven self-management of distributed systems.,Book_thsis,840446071,9085706254^9789085706250,2011,5131744,,,
recommendation area,TR diss 6123,"Halem, Doris van.",Subsurface iron and arsenic removal for drinking water treatment in Bangladesh.,Book_thsis,840446626,9089570225^9789089570222,2011,5132065,,,
recommendation area,TR diss 6140,"IJsselmuiden, Samuel Tsunduka.",Optimal design of variable stiffness composite structures using lamination parameters.,Book_thsis,840446801,9461130325^9789461130327,2011,5131461,,,
recommendation area,TR diss 6149,"Margallo Balbas, Eduardo.",Optical techniques for the study of living tissue.,Book_thsis,840446824,9461130090^9789461130099,2010,5131924,,,
recommendation area,TR diss 6250,"Hu, Beibei.",Towards contextualized information delivery :a rule-based architecture for the domain of mobile police work.,Book_thsis,840446975,9085708540^9789085708544,2011,5131745,,,
recommendation area,TR diss 6170,"Nguyen, Van Tuan.",Rice husk ash as a mineral admixture for ultra high performance concrete.,Book_thsis,840447143,946191024X^9789461910240,2011,5131564,,,
recommendation area,TR diss 6180,"Kungah Nfor, Beckley.",Model-based rational and systematic protein purification process development :a knowledge-based approach.,Book_thsis,840447144,9490370002^9789490370008,2011,5131932,,,
recommendation area,TR diss 6157,"Prins, Ferry.",Molecular functionality in nanoelectronic devices.,Book_thsis,840447146,9085931061^9789085931065,2011,5131927,,,
recommendation area,TR diss 6148,"Schacht, Christian Sören.","Determining the influence of molecular structure on the physical properties of complex solvent :experiment, equation of state modeling and molecular simulations.",Book_thsis,840447246,9085708435^9789085708438,2011,5131923,,,
recommendation area,TR diss 6129,"Li, Zhijian.","Design, simulation and validation of dual-channel polarimetric agile radar technology.",Book_thsis,840447267,946186003X^9789461860033,2011,5131459,,,
recommendation area,TR diss 6139,"Brinkers, Sanneke.",All that glitters is gold :nucleic acid detection using tethered gold.,Book_thsis,840447274,9461860072^9789461860071,2011,5131918,,,
recommendation area,TR diss 6164,"Wijnholds, Stefan Jeroen.",Fish-eye observing with phased array radio telescopes.,Book_thsis,840447296,9090251804^9789090251806,2010,5131735,,,
recommendation area,TR diss 6165,"Schapotschnikow, Philipp Zinov'evic.",Molecular simulations of capped nanocrystals.,Book_thsis,840447297,9088911398^9789088911392,2009,5131928,,,
recommendation area,TR diss 6150,"Castillo Sanchez, Juan Manuel.",Molecular simulations in microporous materials :adsorption and separation.,Book_thsis,840447304,9088911681^9789088911682,2010,5131925,,,
recommendation area,TR diss 6187,"Pijpers, Richard Johannes Mathias.",Fatigue strength of welded connections made of very high strength cast and rolled steels.,Book_thsis,840447455,9077172793^9789077172797,2011,5131565,,,
recommendation area,TR diss 6238,"Huijs, Menno Gerardus.",Building castles in the (Dutch) air :understanding the policy deadlock of Amsterdam Airport Schiphol 1989 - 2009.,Book_thsis,840447459,9053354522^9789053354520,2011,5132193,,,
recommendation area,TR diss 6195,"Campen, Julien Marie Jan Ferdinand van.",Optimum lay-up design of variable stiffness composite structures.,Book_thsis,840447478,9090264264^9789090264264,2011,5131567,,,
recommendation area,TR diss 6231,"Lakshmanan, Madan Kumar.",Ripples in communication :reconfigurable and adaptive wireless communication systems based on wavelet packet modulators.,Book_thsis,840447479,9461860048^9789461860040,2011,5131743,,,
recommendation area,TR diss 6230,"Wang, Yiyin.",Localization and communication for UWB-based wireless sensor networks.,Book_thsis,840447480,9461910827^9789461910820,2011,5131742,,,
recommendation area,TR diss 6192,"Hulskamp, Anton Werner.",The smart rotor concept on wind turbines :actuators and structures.,Book_thsis,840447663,9088913412^9789088913419,2011,5131279,,,
recommendation area,TR diss 6246,"Zaal, Peter Mattheus Theodorus.",Pilot control behavior discrepancies between real and simulated flight caused by limited motion stimuli.,Book_thsis,840447667,9085704707^9789085704706,2011,5132195,,,
recommendation area,TR diss 6216,"Houtzager, Ivo.",Towards data-driven control for modern wind turbines.,Book_thsis,840447684,9053354905^9789053354902,2011,5131281,,,
recommendation area,TR diss 6194,"Barlas, Athanasion Konstantinou.",Active aerodynamic load control on wind turbines :aeroservoelastic modeling and wind tunnel experiments.,Book_thsis,840447690,9085704162^9789085704164,2011,5131280,,,
recommendation area,TR diss 6210,"Smelik, Ruben Michael.",A declarative approach to procedural generation of virtual worlds.,Book_thsis,840447700,9085705975^9789085705970,2011,5131375,,,
recommendation area,TR diss 6196,"Rizvi, Umar Hassan.",Impact of RF imperfections on 60 GHz wireless communication systems.,Book_thsis,840447709,9461860137^9789461860132,2011,5131736,,,
recommendation area,TR diss 6220,"El Allouche, Nihid.",Converted waves in shallow marine environments :modelling and field experiments.,Book_thsis,840447713,908891334X^9789088913341,2011,5132067,,,
recommendation area,TR diss 6208,"Sebastiano, Fabio.",Mobility-based Time References for Wireless Sensor Networks.,Book_thsis,840447731,9461910258^9789461910257,2011,5131738,,,
recommendation area,TR Diss 6251,"Van den Bergh, Wim.",The effect of ageing on the fatigue and healing poperties of bituminous mortars.,Book_thsis,840447831,9085707846^9789085707844,2011,5131568,,,Bevat CD-Rom
recommendation area,TR diss 6264,"Beenkens, Fernao Hubert Catharina.",Acceptance of e-health technology :a patient perspective.,Book_thsis,840447863,9090265422^9789090265421,2011,5131991,,,
recommendation area,TR diss 6289,"Pan, Yu.",Laser welding of zinc coated steel without a pre-set gap.,Book_thsis,840448066,9077172645^9789077172643,2011,5131571,,,
recommendation area,TR diss 6276,"Kowalczyk, Szczepan.",Solid-state nanopores for scanning single molecules and mimicking biology.,Book_thsis,840448163,9085931096^9789085931096,2011,5131936,,,
recommendation area,TR Diss 6191,"Hagelia, Per.",Deterioration mechanisms and durability of sprayed concrete for rock support in tunnels :coordinating public-private service networks.,Book_thsis,840448170,8277041381^9788277041384,2011,5131566,,,Bevat CD-Rom
recommendation area,TR diss 6214,"Li, Sheng.",A new concept of ultrafiltration fouling control :backwashing with low ionic strength water.,Book_thsis,840448172,9085931096^9789085931096,2011,5132066,,,
recommendation area,TR diss 6211,"Simon, Claude.",Wireless communication over time-varying channels with limited feedback.,Book_thsis,840448179,9461910657^9789461910653,2011,5131739,,,
recommendation area,TR diss 6219,"Heru Utomo, Béate Deborah.",High-speed impact modelling and testing of dyneema composite.,Book_thsis,840448187,9461910231^9789461910233,2011,5082682,,,
recommendation area,TR diss 6212,"Fasoula, Agathi.",2D modeling and classification of extended objects in a network of HRR radars.,Book_thsis,840448190,9461910398^9789461910394,2011,5131740,,,
recommendation area,TR diss 6217,"Teuwen, Julie Jan Edouard.",Thermoplastic composite wind turbine blades :kinetics and processability.,Book_thsis,840448196,9461860102^9789461860101,2011,5131282,,,
recommendation area,TR diss 6279,"Finoulst, Inez.",Development of mass spectrometry based human cell secretome analytics :the T-lymphocyte as a model system.,Book_thsis,840448294,949037010X^9789490370107,2011,5131937,,,
recommendation area,TR diss 6252,"Liu, Gang.",Characterization and identification of bituminous materials modified with montmorillonite nanoclay.,Book_thsis,840448320,908570779X^9789085707790,2011,5131569,,,
recommendation area,TR diss 6225,"Chen, Shun.",Modelling and forecasting in the dry bulk shipping market.,Book_thsis,840448330,9085704219^9789085704218,2011,5131841,,,
recommendation area,TR diss 6200,"Madureira, António José Pinto Soares.",Value of digital information networks :a holonic framework.,Book_thsis,840448331,9461860161^9789461860163,2011,5131737,,,
recommendation area,TR diss 6292,"Neslo, Rabin Edward Jonathan.",Discrete decisions with model validation :using probabilistic inversion.,Book_thsis,840448477,9085707897^9789085707899,2011,5131845,,,
recommendation area,TR diss 6286,"Sierra Beltrán, Mercedes Guadalupe.",Ductile cement-based composites with wood fibres :material design and experimental approach.,Book_thsis,840448497,909026518X^9789090265186,2011,5131570,,,
recommendation area,TR diss 6288,"Siedlecki, Marcin.","On the gasification of biomass in a steam-oxygen blown CFB gasifier with the focus on gas quality upgrading :technology background, experiments and mathematical modeling.",Book_thsis,840448530,9085707900^9789085707905,2011,5131464,,,
recommendation area,TR diss 6315,"Kat, Roeland de.",Instantaneous planar pressure determination from particle image velocimetry.,Book_thsis,840451287,9081871900^9789081871907,2012,5131377,,,
recommendation area,TR diss 6308,"Pivak, Yevheniy.",Validation of hydrogenography for the search of promising hydrogen storage materials.,Book_thsis,840455040,9461082606^9789461082602,2012,5131572,,,
recommendation area,TR diss 6586,"Jönsthövel, Tom Bernard.; TU Delft, Delft University of Technology.",The deflated preconditioned conjugate gradient method applied to composite materials.,Book_thsis,840455123,9461911807^9789461911803,2012,5066001,,,
recommendation area,TR diss 6296,"Wellens, Petrus Reinier.",Wave simulation in truncated domains for offshore applications.,Book_thsis,840455947,9461691963^9789461691965,2012,5131466,,,
recommendation area,TR diss 6304,"Rafel, Morteza.; Delft University of Technology, Delft Institute of Applied Mathematics.",On asympotics for difference equations.,Book_thsis,840456035,9461860234^9789461860231,2012,5131467,,,
recommendation area,TR diss 6316,"Sathe, Ameya Rajiv.",Influence of wind conditions on wind turbine loads and measurement of turtulence using lidars.,Book_thsis,840456039,9076468001^9789076468006,2012,5131284,,,
recommendation area,TR diss 6312,"Locati, Corrado.",Interaction between high voltage cathode materials and ionic liquids for novel li-ion batteries.,Book_thsis,840456040,9086662412^9789086662418,2012,5131573,,,
recommendation area,TR diss 6317,"Straathof, Michiel Hannes.","Shape parameterization in aircraft design :a novel method, based on B-splines.",Book_thsis,840456042,9461911122^9789461911124,2012,5131468,,,
recommendation area,TR diss 6301,"Chen, Yue.",Low-noise CMOS image sensors for radio-molecular imaging.,Book_thsis,840456223,9461911475^9789461911476,2012,5131938,,,
recommendation area,TR diss 6302,"Azab, Amel Moustafa.","Integration GIS, remote sensing and mathematical modelling for surface water quality management in irrigated watersheds.",Book_thsis,840459200,0415621151^9780415621151,2012,5132071,,,
recommendation area,TR diss 6319,"Neumann, Andre.",Designerly ways of sharing :the dynamic development of shared mental models in design teams.,Book_thsis,840459286,9085709806^9789085709800,2012,5131746,,,
recommendation area,TR diss 6320,"Zu, Lei.",Design and optimization of filament wound composite pressure vessels.,Book_thsis,840459287,908891382X^9789088913822,2012,5131574,,,
recommendation area,TR diss 6322,"Von Asmuth, Jost-René.",Groundwater system identification through time series analysis.,Book_thsis,840459393,9051550790^9789051550795,2012,5132073,,,
recommendation area,TR diss 6329,"Ashoori, Elham.",Foam for enhanced oil recovery :modeling and analytical solutions.,Book_thsis,840459419,9085709865^9789085709862,2012,5131470,,,
recommendation area,TR diss 6341,"DeNucci, Thomas William,; Vereniging voor Studie- en Studentenbelangen (Delft)",Capturing design :improving conceptual ship design through the capture of design rationale /,Book_thsis,840459597,9065622942^9789065622945,2012,5131656,,,
recommendation area,TR diss 6318,"Cox, Sonja Gisela.","Stochastic differential equations in Banach spaces :decoupling, delay equations, and approximations in space and time.",Book_thsis,840459701,9461860226^9789461860224,2012,5131469,,,
recommendation area,TR diss 6328,"Kok, Stefan de.",Metabolic engineering of free-energy (ATP) conserving reactions in Saccharomyces cerevisiae.,Book_thsis,840459702,9461911939^9789461911933,2012,5131939,,,
recommendation area,TR diss 6323,"Dijkstra, Jasper Tjaard.",Macrophytes in estuarine gradients :flow through flexible vegetation.,Book_thsis,840459777,9085709814^9789085709817,2012,5131285,,,
recommendation area,TR diss 6337,"Yu, Zili.",Low-power receive-electronics for a miniature 3D ultrasound probe.,Book_thsis,840459881,9461912137^9789461912138,2012,5131378,,,
recommendation area,TR diss 6344,"Kuiper, Stefan.",Mechatronics and control solutions for increasing the imaging speed in atomic force microscopy.,Book_thsis,840460030,946191248X^9789461912480,2012,5131379,,,
recommendation area,TR diss 6358,"Kamp, Irene.",Comfortable car interiors :experiments as a basis of car interior design contributing to the pleasure of the driver and passenger.,Book_thsis,840460082,9461913028^9789461913029,2012,5132198,,,
recommendation area,TR diss 6357,"Raemdonck, Gandert Marcel Rita van.",Design of low drag bluff road vehicles.,Book_thsis,840460083,9461912579^9789461912572,2012,5132197,,,
recommendation area,TR diss 6355,"Nabi, Mohamed.",Computational modelling of small-scale river morphodynamics.,Book_thsis,840460084,9461912994^9789461912992,2012,5132078,,,
recommendation area,TR diss 6343,"Moradi Tehrani, Ali.",Fast frequency and time domain integral equation modelling for marine CSEM applications.,Book_thsis,840460115,9085708346^9789085708346,2012,5132077,,,
recommendation area,TR diss 6361,"MacKay, John R.",Experimental and numerical modeling in a support of a structural design framework for submarine pressure hulls based on nonlinear finite element collapse predictions.,Book_thsis,840460230,9461913451^9789461913456,2012,5132079,,,
recommendation area,TR diss 6342,"Zhao, Jie.",Fire-induced spalling modeling of high-performance concrete.,Book_thsis,840461055,9090267174^9789090267173,2012,5131576,,,
recommendation area,TR diss 6347,"Boekhoven, Job.",Multicomponent and dissipative self-assembly approaches :towards functional materials.,Book_thsis,840461060,9088914095^9789088914096,2012,5131577,,,
recommendation area,TR diss 6351,"Munaó, David.",Silicon nano-particles on route to a sustainable mobility.,Book_thsis,840461085,9461912625^9789461912626,2012,5132196,,,
recommendation area,TR diss 6363,"Teixeira de Freitas, Sofia.",Steel plate reinforcement of orthotropic bridge decks.,Book_thsis,840461227,905335560X^9789053355602,2012,5131578,,,
recommendation area,Guo,"Sellers, Jerry Jon.; Astore, William J.",Understanding space :an introduction to astronautics.,Book,840461264,0077230302^9780077230302,2005,5079080,,QTB208,
recommendation area,TR diss 6763,"Kaspersma, Judith Machteld,",Competences in context :knowledge and capacity development in public water management in Indonesia and the Netherlands /,Book_thsis,840617375,1138000973^9781138000971,2013,5132095,,,
recommendation area,TR diss 5250,"Steenkamp, Aletta Catharina.","Space, power and the body :the civil and uncivil as represented in the Voortrekker Monument and the Native Township Model.",Book_thsis,841333073,,2008,5132246,,,
recommendation area,TR diss 5673,"Mo, Liantong.",Damage development in the adhesive zone and mortar of porous asphalt concrete.,Book_thsis,841334344,,2009,5132166,,,
recommendation area,TR diss 5130,"Marchau, Vincent Albert Willem Julia.",Technology assessment of automated vehicle guidance :prospects for automated driving implementation.,Book_thsis,841864577,,2000,3175083,,,
recommendation area,TR diss 5976,"Jansen, M.L.A.",Maltose versus glucose metabolism in Saccharomyces cerevisiae :short- and long-term phenomena.,Book_thsis,842089266,,2004,3827471,,,
recommendation area,TR diss 4498,"Kampes, Bert Michiel.",Displacement parameter estimation using permanent scatterer interferometry.,Book_thsis,842094336,,2005,5131410,,,
recommendation area,TR diss 4453,"Cvetkovic, Aleksandar.",Diffusion and partitioning of small molecules in protein crystals.,Book_thsis,842095078,,2005,5131866,,,
recommendation area,TR diss 4582,"Kumaraswamy, Rajkumari.",Ecophysiological characterization of microbial communities in BioDeNox reactors.,Book_thsis,842096748,,2005,5131870,,,
recommendation area,TR diss 4667,"Bagayoko, Fafré.","Impact of land-use intensity on evaporation and surface runoff :processes and parameters for Eastern Burkina Faso, West Africa.",Book_thsis,842096860,,2006,5132014,,,
recommendation area,TR diss 4699,"Philibert Petit, Ernesto.",Connectivity-oriented urban projects.,Book_thsis,842104140,,2006,5132236,,,
recommendation area,TR diss 5312,"Loke, Robert Edward.",Progressive visualization of incomplete sonar-data sets :from sea-bottom interpolation and segmentation to geometry extraction.,Book_thsis,842106299,,2006,5131333,,,
recommendation area,TR diss 4883,"Sugranyes Bickel, Ana Maria.",Social housing policy in Chile since 1980 actors and products.,Book_thsis,842113015,,2006,5132239,,,
recommendation area,TR diss 5235,"Martire, Agustina.",Leisure coast-city :a comparative history of the urban leisure front - Barcelona - Chicago - Buenos Aires - 1870-1930.,Book_thsis,842115992,,2008,5132022,,,
recommendation area,TR diss 5243,"Stanek, Lukasz Jan.","Henri Lefebvre and the concrete research of space :urban theory, empirical studies, architecture practice.",Book_thsis,842116028,,2008,5132245,,,
recommendation area,TR diss 5326,"Hanea, Anca Maria.",Algorithms for non-parametric Bayesian belief nets.,Book_thsis,842118767,,2008,5131424,,,
recommendation area,TR diss 5394,"Wolf, Maarten Gijsbrecht.",Understanding amyloidogenesis through computer simulations :tackling the sampling problem by using replica exchange umbrella sampling and hydrogen bond biasing potentials.,Book_thsis,842118811,,2009,5131429,,,
recommendation area,TR diss 5451,"Ummels, Bart Christiaan.",Power system operation with large-scale wind power in liberalised environments.,Book_thsis,842118830,,2009,5131265,,,
recommendation area,TR diss 5720,"Losurdo, Marco.",Particle tracking and deposition from CFD simulations using a viscoelastic particle model.,Book_thsis,842118833,,2009,5131447,,,
recommendation area,TR diss 5157,"Costenoble, Roeland.",Application and assessment of experimental methods to study the cytosolic primary metabolism of yeast.,Book_thsis,842119034,,2008,5131880,,,
recommendation area,TR diss 5175,"Wiggers, Pascal.",Modelling context in automatic speech recognition.,Book_thsis,842119110,,2008,5131330,,,
recommendation area,TR diss 5015,"Hooghe, Alexander d'.",The liberal monument :a definition of urban design as the manifestation of romantic late-modernism.,Book_thsis,842119167,,2007,5132240,,,
recommendation area,TR diss 5216,"Ketelaar, Virginia Bernardina Hendrika.",Monitoring surface deformation induced by hydrocarbon production using satellite radar interferometry.,Book_thsis,842119258,,2008,5131684,,,
recommendation area,TR diss 5339,"Kiyani, Nauman Farooq.",Wireless communication systems using signal space diversity.,Book_thsis,842119309,,2009,5131690,,,
recommendation area,TR diss 5464,"Bracken, Gregory.",Thinking Shanghai :a Faucauldian interrogation of the postsocialist metropolis.,Book_thsis,842122850,,2009,5132257,,,
recommendation area,TR diss 5524,"Datcu, Dragos.",Multimodal recognition of emotions.,Book_thsis,842122957,,2009,5131340,,,
recommendation area,TR diss 5735,"Tol, Sebastiaan van der.",Bayesian estimation for ionospheric calibration in radio astronomy.,Book_thsis,842122964,,2009,5131713,,,
recommendation area,TR diss 5587,"Villegas Ormachea, Abrahan Américo.",Locality and global process at the Peruvian south Andean urban structures.,Book_thsis,842124462,,2009,5132263,,,
recommendation area,TR diss 5722,"Simaõ Ferreira, Carlos José.",The near wake of the VAWT :2D and 3D views of the VAWT aerodynamics.,Book_thsis,842124466,,2009,5131353,,,
recommendation area,TR diss 5584,"Mol, J. Jan David.",Free-riding resilient video streaming in peer-to-peer networks.,Book_thsis,842124489,,2010,5131704,,,
recommendation area,TR diss 5643,"Zad Poor, Amir Abbas.",Tailor-made blanks for the aircraft indsutry.,Book_thsis,842124548,,2010,5132165,,,
recommendation area,TR diss 5556,"Rondoni, Domenico.",Models and simulations of carrier transport in novel nanoelectronic devices.,Book_thsis,842127254,,2009,5131434,,,
recommendation area,TR diss 5675,"Mol, Jacob Jan David.",Free-riding resilient video streaming in peer-to-peer networks.,Book_thsis,842127316,,2010,5131709,,,
recommendation area,TR diss 5948,"Canelas, Andre B.",Towards quantitative metabolomics and in vivo kinetic modeling in S. cerevisiae.,Book_thsis,842127423,,2010,5131905,,,
recommendation area,TR diss 5799,"Rice, Justin.",Efficient algorithms for distributed control :a structured matrix approach.,Book_thsis,842448638,,2010,5131718,,,
recommendation area,TR diss 5804,"Ghezzi, Luca.; Balestrero, Andrea.",Modeling and simulation of low voltage arcs.,Book_thsis,842448640,,2010,5131451,,,
recommendation area,TR diss 5830,"Athmer, Wiebke.",Syn-tectonic emplacement of deep-marine reservoir sands at rifting margins :Including a case study from the Vøring Basin.,Book_thsis,842468213,,2010,5132047,,,
recommendation area,TR diss 5816,"Venkateswaran, Vijay.",Beyond digital interference cancellation :joint RF-baseband interference cancellation to reduce receiver complexity and power.,Book_thsis,842490191,,2010,5131722,,,
recommendation area,TR diss 5844,"Bayerl, Petra Saskia.",The role of technology in distributed team coordination :a multi-method investigation of a technology change process in the field.,Book_thsis,842490212,,2010,5131723,,,
recommendation area,TR diss 5901,"Fang, Fang.",The COS method :an efficient fourier method for pricing financial derivatives.,Book_thsis,842499503,,2010,5131833,,,
recommendation area,TR diss 5913,"Van Helleputte, Tom.",The integration of spaceborne accelerometry in the precise orbit determination of low-flying satellites.,Book_thsis,842499560,,2011,5131726,,,
recommendation area,TR diss 5924,"Elsaka, Basem.",Simulated satellite formation flights for detecting the temporal variations of the earth's gravity field.,Book_thsis,842499565,,2010,5070306,,,
recommendation area,TR diss 6175,"Zhao, Zheng.",13C labeling studies in the central metabolism of Penicillium Chrysogenum.,Book_thsis,842507233,,2011,5080910,,,
recommendation area,TR diss 5994,"Folkers, Antoni","Modern architecture in Africa :critical reflections on architectural practice in Burkina Faso, Tanzania, and Ethiopia (1984-2009).",Book_thsis,842509567,,2011,5132272,,,
recommendation area,TR diss 6054,"Groot, Niels Cornelis Franciscus.","All the work of artisans :reconstructing society at Tell Deir 'Alla through the study of ceramic traditions: studies of the Late Bronze Age Faience vessels and Iron IIc-III ceramics from Tell Deir 'Alla, Jordan.",Book_thsis,842512115,,2010,5132183,,,
recommendation area,TR diss 6233,"Kester, Linda.",New product development portfolios :identifying the antecedents and consequences of decision-making processes.,Book_thsis,842514144,,2011,5131842,,,
recommendation area,TR diss 6284,"Person, Oscar.",The strategic relevance on styling and the management of design styles.,Book_thsis,842514256,,2011,5131655,,,
recommendation area,TR diss 6305,"Läuferts, Ulrike.",Decisioneering in nuclear energy systems :a real option view.,Book_thsis,842514367,,2012,5131846,,,
recommendation area,TR diss 6271,"Bandounas, Luaine.","Pseudomonas and beyond :polyamine metabolism, lignin degradation and potential applications in industrial biotechnology.",Book_thsis,842514707,,2011,5131934,,,
recommendation area,TR diss 6314,"Schlesinger, Anton.",Binaural model-based speech intelligibility enhancement and assessment in hearing aids.,Book_thsis,842514813,,2012,5131376,,,
recommendation area,TR diss 6340,"Enache, Christina Simona.",Characterization of thin film photoanodes for solar water splitting.,Book_thsis,842520094,,2012,5132076,,,
recommendation area,TR diss 6618,"Li, S.",Adaptive multi-reservoir-based flood control and management for the Yellow River :towards a next generation software system /,Book_thsis,846580572,1138001023^9781138001022,2013,5132087,,,
recommendation area,TR diss 6617,"Khatri, K. B.",Risk and uncertainty analysis for sustainable urban water systems /,Book_thsis,846582425,1138000965^9781138000964,2013,5132086,,,
recommendation area,TR diss 6582,"Li, Yan,; Advanced School for Computing and Imaging.",Multi-scale pattern recognition for image classification and segmentation /,Book_thsis,846782564,9461861435^9789461861436,2013,5131386,,,
recommendation area,Guo,"Weir, Andy,",The Martian :a novel /,Book,846889319,0091956145^0091956447^0553418025^0804139024^0804139032^1101903589^110190500X^1410469573^1489862447^9780091956141^9780091956448^9780553418026^9780804139021^9780804139038^9781101903582^9781101905005^9781410469571^9781489862440,2014,5124970,,QTB211,
recommendation area,TR diss 6664,"Bronsema, Benjamin,","Earth, wind & fire :natuurlijke airconditioning /",Book_thsis,849741328,9059727622^9789059727625,2013,5131294,,,
recommendation area,TR diss 6712,"Rezaei, Jafer,",SMEs and supply chain management :a functional perspective /,Book_thsis,852779143,9090270973^9789090270975,2012,5131854,,,
recommendation area,TR diss 6847,"Huijts, Nicole M.A.; TRAIL Onderzoekschool.",Sustainable energy technology acceptance :a psychological perspective /,Book_thsis,857660928,9055841668^9789055841660,2013,5131998,,,
recommendation area,TR diss 6811,"Love, D.",Water resources strategies to increase food production in the semi-arid tropics :with particular emphasis on the potential of alluvial groundwater /,Book_thsis,858528522,1138001422^9781138001428,2013,5132099,,,
recommendation area,TR diss 6836,"Sanchez Torres, A.",Modelling the future water infrastructure of cities /,Book_thsis,858530528,1138001538^9781138001534,2013,5132100,,,
recommendation area,TR diss 6932,"Kopecká, Jarmila Anna,",Why didn't they ask the supplier? :the utilization of supplier information & knowledge in the fuzzy front end of new product development /,Book_thsis,860751897,9090277420^9789090277424,2013,5131663,,,
recommendation area,TR diss 6888,"Schepers, J.P.",A safer road environments for cyclist /,Book_thsis,863631610,9073946123^9789073946125,2013,5132213,,,
recommendation area,TR diss 6871,"Boven, Edgar Ferdinand van,; Technische Universiteit (Delft)Centraal Bureau voor de Statistiek.",Economic complex networks :a holarchy of evolving sectors /,Book_thsis,864525563,9461862016^9789461862013,2013,5131863,,,
